Date,Close,Open,High,Low,Volume
2021-05-03,167.80999755859375,167.61000061035156,168.42999267578125,167.41000366210938,9014700
2021-05-04,166.5800018310547,167.69000244140625,168.5500030517578,165.5,10267400
2021-05-05,167.27000427246094,166.6300048828125,167.30999755859375,166.61000061035156,5950000
2021-05-06,170.05999755859375,167.9499969482422,170.2899932861328,167.9199981689453,13574100
2021-05-07,171.58999633789062,171.52999877929688,172.5500030517578,171.0,14748600
2021-05-10,172.11000061035156,172.74000549316406,172.83999633789062,171.77999877929688,8276600
2021-05-11,172.13999938964844,170.55999755859375,172.1699981689453,170.27000427246094,8348200
2021-05-12,170.42999267578125,171.42999267578125,171.83999633789062,170.35000610351562,12666300
2021-05-13,171.1300048828125,170.35000610351562,171.27000427246094,170.22999572753906,8078300
2021-05-14,172.69000244140625,172.0500030517578,172.6999969482422,171.82000732421875,9686800
2021-05-17,174.6999969482422,173.3000030517578,175.0,173.27999877929688,11956800
2021-05-18,175.0399932861328,175.17999267578125,175.2100067138672,174.4600067138672,7294000
2021-05-19,175.16000366210938,175.13999938964844,177.0,174.35000610351562,20741100
2021-05-20,175.9600067138672,175.32000732421875,176.4600067138672,175.11000061035156,9802800
2021-05-21,176.0399932861328,176.5800018310547,176.86000061035156,175.14999389648438,7677200
2021-05-24,176.35000610351562,176.14999389648438,176.58999633789062,175.8699951171875,5557300
2021-05-25,177.9499969482422,176.14999389648438,177.9499969482422,176.0399932861328,8986900
2021-05-26,177.63999938964844,178.3699951171875,178.61000061035156,177.0399932861328,8495400
2021-05-27,177.7100067138672,177.38999938964844,177.82000732421875,176.80999755859375,7993000
2021-05-28,178.3800048828125,177.4600067138672,178.42999267578125,177.24000549316406,9967000
2021-06-01,177.89999389648438,178.75999450683594,178.85000610351562,177.19000244140625,9143300
2021-06-02,178.77000427246094,178.33999633789062,178.77999877929688,177.97000122070312,6613100
2021-06-03,175.27000427246094,175.8300018310547,175.8300018310547,174.66000366210938,10153900
2021-06-04,177.16000366210938,176.64999389648438,177.57000732421875,176.61000061035156,8375300
2021-06-07,177.8699951171875,176.9600067138672,177.89999389648438,176.6300048828125,7709100
2021-06-08,177.32000732421875,177.22999572753906,177.5399932861328,176.3699951171875,5905800
2021-06-09,176.97999572753906,177.3800048828125,177.8000030517578,176.77999877929688,6346100
2021-06-10,177.74000549316406,176.6999969482422,177.85000610351562,176.47999572753906,9896600
2021-06-11,175.74000549316406,176.3300018310547,176.57000732421875,175.47999572753906,7836900
2021-06-14,174.7100067138672,173.16000366210938,175.05999755859375,172.9499969482422,7733600
2021-06-15,174.0500030517578,174.77999877929688,174.9199981689453,173.33999633789062,7550200
2021-06-16,171.11000061035156,173.91000366210938,174.47000122070312,171.02999877929688,16919700
2021-06-17,165.85000610351562,167.02000427246094,167.6199951171875,165.44000244140625,27232200
2021-06-18,164.92999267578125,166.13999938964844,166.72000122070312,164.8699951171875,15744300
2021-06-21,166.9499969482422,166.52000427246094,167.22000122070312,166.0,8371000
2021-06-22,166.25,166.35000610351562,166.9199981689453,166.00999450683594,7223900
2021-06-23,166.13999938964844,166.97000122070312,168.02999877929688,165.97000122070312,8474300
2021-06-24,166.0399932861328,167.0,167.22999572753906,166.00999450683594,6903400
2021-06-25,166.58999633789062,167.4499969482422,167.52999877929688,166.2899932861328,7473700
2021-06-28,166.5800018310547,166.67999267578125,166.91000366210938,166.36000061035156,6508900
2021-06-29,164.8300018310547,164.33999633789062,165.27999877929688,164.00999450683594,7451400
2021-06-30,165.6300048828125,164.57000732421875,166.10000610351562,164.2899932861328,7955800
2021-07-01,166.1999969482422,166.64999389648438,166.8800048828125,165.5,7430500
2021-07-02,167.2899932861328,167.35000610351562,167.72000122070312,166.39999389648438,7873600
2021-07-06,168.1199951171875,169.27000427246094,169.64999389648438,167.5399932861328,7932100
2021-07-07,168.75999450683594,168.72000122070312,169.22999572753906,168.19000244140625,7108900
2021-07-08,168.64999389648438,169.82000732421875,169.86000061035156,167.91000366210938,7244300
2021-07-09,169.2100067138672,168.83999633789062,169.6199951171875,168.66000366210938,4997400
2021-07-12,169.0,168.6999969482422,169.16000366210938,167.63999938964844,7315400
2021-07-13,169.22000122070312,169.50999450683594,169.89999389648438,168.92999267578125,7040300
2021-07-14,171.0399932861328,170.91000366210938,171.0399932861328,170.27999877929688,8830300
2021-07-15,171.07000732421875,170.88999938964844,171.3000030517578,170.33999633789062,6520100
2021-07-16,169.41000366210938,170.64999389648438,170.9499969482422,169.27999877929688,9460300
2021-07-19,169.61000061035156,169.50999450683594,169.91000366210938,168.88999938964844,6707400
2021-07-20,169.38999938964844,170.50999450683594,170.8000030517578,168.9199981689453,6540100
2021-07-21,168.75999450683594,168.3300018310547,169.0,168.13999938964844,4622600
2021-07-22,169.08999633789062,168.49000549316406,169.19000244140625,168.05999755859375,4793600
2021-07-23,168.55999755859375,168.5,168.8800048828125,167.9499969482422,5831500
2021-07-26,168.16000366210938,168.5800018310547,168.86000061035156,168.0800018310547,5229800
2021-07-27,168.44000244140625,168.72999572753906,168.91000366210938,167.92999267578125,6300200
2021-07-28,169.2899932861328,168.25999450683594,169.3800048828125,167.72000122070312,7905800
2021-07-29,171.1699981689453,170.6999969482422,171.52000427246094,170.6699981689453,8119600
2021-07-30,169.82000732421875,170.72000122070312,170.99000549316406,169.3800048828125,7391700
2021-08-02,169.61000061035156,169.3000030517578,170.25,169.10000610351562,10783200
2021-08-03,169.49000549316406,169.4199981689453,169.8300018310547,169.2100067138672,5402300
2021-08-04,169.52999877929688,171.27999877929688,171.39999389648438,168.99000549316406,9796300
2021-08-05,168.86000061035156,169.3699951171875,169.44000244140625,168.1999969482422,8015000
2021-08-06,164.63999938964844,165.83999633789062,165.92999267578125,164.5500030517578,13547600
2021-08-09,161.72000122070312,163.00999450683594,163.2899932861328,161.25999450683594,11547000
2021-08-10,161.77000427246094,161.38999938964844,162.11000061035156,160.67999267578125,6870800
2021-08-11,164.0,163.14999389648438,164.1699981689453,162.67999267578125,7382400
2021-08-12,164.0399932861328,163.64999389648438,164.10000610351562,162.92999267578125,5211700
2021-08-13,166.38999938964844,165.02000427246094,166.4600067138672,164.88999938964844,7466900
2021-08-16,167.22000122070312,166.72999572753906,167.38999938964844,166.58999633789062,7776500
2021-08-17,166.97000122070312,167.2899932861328,167.72999572753906,166.55999755859375,7107000
2021-08-18,167.10000610351562,167.24000549316406,167.50999450683594,166.25999450683594,7697900
2021-08-19,166.61000061035156,167.24000549316406,167.2899932861328,166.16000366210938,6934300
2021-08-20,166.6999969482422,166.8000030517578,167.13999938964844,166.36000061035156,7154000
2021-08-23,168.72999572753906,168.82000732421875,168.91000366210938,167.9600067138672,8190500
2021-08-24,168.64999389648438,169.0399932861328,169.27000427246094,168.52000427246094,4519200
2021-08-25,167.47999572753906,167.8800048828125,167.9199981689453,166.74000549316406,5588800
2021-08-26,167.6699981689453,167.2100067138672,168.2100067138672,166.8300018310547,4371900
2021-08-27,170.19000244140625,167.5800018310547,170.19000244140625,166.8699951171875,10036400
2021-08-30,169.35000610351562,169.66000366210938,169.83999633789062,169.08999633789062,3768600
2021-08-31,169.69000244140625,169.22999572753906,169.9199981689453,168.75,6336000
2021-09-01,169.6999969482422,169.94000244140625,170.0,169.16000366210938,4764900
2021-09-02,169.25,169.5,169.6300048828125,168.82000732421875,4599800
2021-09-03,171.05999755859375,170.58999633789062,171.5500030517578,170.14999389648438,8353300
2021-09-07,167.7100067138672,169.55999755859375,169.77999877929688,167.6300048828125,10004600
2021-09-08,167.2899932861328,168.02000427246094,168.0800018310547,166.6999969482422,6576000
2021-09-09,168.02999877929688,168.1699981689453,168.27999877929688,166.8300018310547,6641400
2021-09-10,167.17999267578125,167.80999755859375,168.0800018310547,167.14999389648438,7426300
2021-09-13,167.74000549316406,167.4499969482422,168.22000122070312,167.39999389648438,5474300
2021-09-14,168.82000732421875,168.22000122070312,169.16000366210938,167.47999572753906,7922900
2021-09-15,167.8300018310547,168.1300048828125,168.36000061035156,167.4499969482422,5624900
2021-09-16,164.02999877929688,164.3800048828125,164.44000244140625,163.22999572753906,11780400
2021-09-17,163.77000427246094,163.86000061035156,164.32000732421875,163.39999389648438,8369700
2021-09-20,164.94000244140625,164.2899932861328,165.27999877929688,164.07000732421875,7566600
2021-09-21,166.0399932861328,165.80999755859375,166.6300048828125,165.49000549316406,7181500
2021-09-22,165.4199981689453,165.88999938964844,167.14999389648438,165.02999877929688,9777800
2021-09-23,163.50999450683594,164.10000610351562,164.1999969482422,163.27000427246094,8451900
2021-09-24,163.3000030517578,163.0,164.0,162.74000549316406,6937500
2021-09-27,163.63999938964844,163.85000610351562,164.36000061035156,163.50999450683594,4943000
2021-09-28,162.0500030517578,162.72999572753906,162.82000732421875,161.72999572753906,9282800
2021-09-29,161.32000732421875,162.35000610351562,162.74000549316406,160.97000122070312,8360700
2021-09-30,164.22000122070312,162.66000366210938,164.9499969482422,162.33999633789062,10572900
2021-10-01,164.58999633789062,164.27000427246094,164.9600067138672,163.88999938964844,6654700
2021-10-04,165.36000061035156,163.69000244140625,165.5399932861328,163.47000122070312,7651700
2021-10-05,164.58999633789062,163.94000244140625,164.85000610351562,163.49000549316406,5617300
2021-10-06,165.02999877929688,164.22999572753906,165.05999755859375,164.14999389648438,6067200
2021-10-07,164.16000366210938,164.02000427246094,164.85000610351562,163.9600067138672,4791500
2021-10-08,164.22999572753906,166.32000732421875,166.4199981689453,164.13999938964844,8536100
2021-10-11,163.9199981689453,164.0399932861328,164.5800018310547,163.91000366210938,3820100
2021-10-12,164.66000366210938,164.57000732421875,165.44000244140625,164.30999755859375,5453000
2021-10-13,167.58999633789062,165.27999877929688,167.9199981689453,165.27999877929688,11113800
2021-10-14,168.0,168.19000244140625,168.22000122070312,167.7100067138672,5081400
2021-10-15,165.3300018310547,165.38999938964844,166.08999633789062,165.10000610351562,8699200
2021-10-18,164.9199981689453,165.4199981689453,165.58999633789062,164.80999755859375,4029600
2021-10-19,165.4499969482422,166.5,166.5,165.1999969482422,6588500
2021-10-20,166.89999389648438,166.2100067138672,167.11000061035156,165.92999267578125,5022000
2021-10-21,166.75,166.6999969482422,166.94000244140625,166.24000549316406,4412400
2021-10-22,167.77000427246094,168.6699981689453,169.5399932861328,166.6699981689453,10703900
2021-10-25,168.92999267578125,168.66000366210938,169.2100067138672,168.52999877929688,4881300
2021-10-26,167.67999267578125,167.8800048828125,167.91000366210938,166.6300048828125,6658900
2021-10-27,168.1199951171875,167.72999572753906,168.1999969482422,166.86000061035156,5823100
2021-10-28,168.0800018310547,168.97999572753906,169.25,167.52999877929688,7000700
2021-10-29,166.64999389648438,166.2899932861328,166.72999572753906,165.63999938964844,7531900
2021-11-01,167.52000427246094,167.3800048828125,167.83999633789062,166.91000366210938,4975600
2021-11-02,167.16000366210938,167.42999267578125,167.6300048828125,166.9600067138672,3760700
2021-11-03,165.77000427246094,165.33999633789062,165.9499969482422,164.3800048828125,9055200
2021-11-04,167.64999389648438,167.50999450683594,168.13999938964844,167.3699951171875,6656100
2021-11-05,169.83999633789062,168.4199981689453,169.94000244140625,167.85000610351562,9368900
2021-11-08,170.4499969482422,170.42999267578125,170.6999969482422,170.05999755859375,4966100
2021-11-09,171.2899932861328,170.72999572753906,171.30999755859375,170.1199951171875,5781200
2021-11-10,173.14999389648438,173.6699981689453,174.64999389648438,172.11000061035156,11461800
2021-11-11,174.1199951171875,173.97999572753906,174.27000427246094,173.74000549316406,5959600
2021-11-12,174.4499969482422,173.50999450683594,174.6699981689453,173.39999389648438,7894800
2021-11-15,174.17999267578125,174.10000610351562,174.58999633789062,173.69000244140625,5630800
2021-11-16,172.9199981689453,173.97000122070312,174.47999572753906,172.86000061035156,8667300
2021-11-17,174.5,174.24000549316406,174.61000061035156,173.88999938964844,6523100
2021-11-18,173.94000244140625,173.9600067138672,174.36000061035156,173.52999877929688,6252000
2021-11-19,172.61000061035156,173.69000244140625,174.10000610351562,172.24000549316406,8785600
2021-11-22,168.74000549316406,169.89999389648438,170.44000244140625,168.4199981689453,13091900
2021-11-23,167.27999877929688,167.27999877929688,167.60000610351562,166.52999877929688,8047800
2021-11-24,167.1199951171875,166.5800018310547,167.44000244140625,166.32000732421875,5359500
2021-11-26,166.85000610351562,168.60000610351562,168.63999938964844,166.3699951171875,9605200
2021-11-29,166.6199951171875,166.83999633789062,167.25999450683594,166.3800048828125,7394900
2021-11-30,165.5,167.77000427246094,169.00999450683594,165.3699951171875,12925300
2021-12-01,166.16000366210938,166.83999633789062,167.47000122070312,166.05999755859375,7808600
2021-12-02,165.24000549316406,165.88999938964844,165.94000244140625,164.6300048828125,9604100
2021-12-03,166.6300048828125,165.49000549316406,166.92999267578125,165.0,9507900
2021-12-06,166.22000122070312,166.13999938964844,166.8000030517578,165.92999267578125,4813600
2021-12-07,166.80999755859375,166.1999969482422,167.0800018310547,166.17999267578125,4900700
2021-12-08,166.89999389648438,166.50999450683594,166.9600067138672,166.27999877929688,4288900
2021-12-09,165.8800048828125,166.5399932861328,166.5800018310547,165.64999389648438,4913800
2021-12-10,166.5800018310547,166.72000122070312,166.9199981689453,166.17999267578125,6450600
2021-12-13,167.0,166.89999389648438,167.25999450683594,166.6699981689453,6610700
2021-12-14,165.44000244140625,165.33999633789062,166.13999938964844,165.16000366210938,8637900
2021-12-15,166.14999389648438,165.27000427246094,166.39999389648438,163.8000030517578,14231200
2021-12-16,168.16000366210938,167.00999450683594,168.17999267578125,166.94000244140625,11186200
2021-12-17,167.8000030517578,168.72999572753906,169.1300048828125,167.77999877929688,9856900
2021-12-20,167.08999633789062,167.8800048828125,168.0,167.05999755859375,6973000
2021-12-21,167.02000427246094,167.69000244140625,167.77999877929688,166.74000549316406,4548500
2021-12-22,168.58999633789062,167.5800018310547,168.63999938964844,167.11000061035156,4672900
2021-12-23,168.97000122070312,168.69000244140625,169.16000366210938,168.00999450683594,4551100
2021-12-27,169.3699951171875,168.9600067138672,169.4199981689453,168.77999877929688,4760300
2021-12-28,168.63999938964844,169.3300018310547,169.64999389648438,168.6199951171875,4541900
2021-12-29,168.58999633789062,167.36000061035156,168.69000244140625,167.27999877929688,5889700
2021-12-30,169.8000030517578,168.42999267578125,169.80999755859375,168.3699951171875,5426300
2021-12-31,170.9600067138672,170.52999877929688,171.0399932861328,170.0399932861328,7039300
2022-01-03,168.3300018310547,168.86000061035156,169.00999450683594,168.0,9014400
2022-01-04,169.57000732421875,168.89999389648438,169.72000122070312,168.72999572753906,6965600
2022-01-05,169.05999755859375,170.6199951171875,170.92999267578125,168.89999389648438,8715600
2022-01-06,166.99000549316406,167.16000366210938,167.75,166.86000061035156,10902700
2022-01-07,167.75,167.3699951171875,168.00999450683594,166.86000061035156,8191900
2022-01-10,168.25999450683594,167.36000061035156,168.3000030517578,167.30999755859375,7026500
2022-01-11,170.2899932861328,168.44000244140625,170.30999755859375,168.3699951171875,8369000
2022-01-12,170.74000549316406,170.19000244140625,170.75,170.00999450683594,6280700
2022-01-13,170.16000366210938,170.08999633789062,170.22000122070312,169.27000427246094,7034200
2022-01-14,169.6699981689453,170.22000122070312,170.55999755859375,169.47999572753906,7865900
2022-01-18,169.38999938964844,169.63999938964844,170.00999450683594,169.08999633789062,9322800
2022-01-19,172.0800018310547,170.38999938964844,172.19000244140625,170.1999969482422,15784500
2022-01-20,171.64999389648438,172.30999755859375,172.60000610351562,171.58999633789062,9570500
2022-01-21,171.08999633789062,172.0399932861328,172.1199951171875,170.74000549316406,10982500
2022-01-24,172.02999877929688,171.77999877929688,172.13999938964844,170.85000610351562,15727700
2022-01-25,172.5800018310547,171.9499969482422,173.14999389648438,171.77999877929688,17382100
2022-01-26,169.7899932861328,171.38999938964844,171.72999572753906,169.47999572753906,17799400
2022-01-27,167.60000610351562,168.02000427246094,169.08999633789062,167.3300018310547,15867300
2022-01-28,167.10000610351562,166.55999755859375,167.4600067138672,166.3699951171875,9782500
2022-01-31,168.08999633789062,167.7899932861328,168.13999938964844,167.4600067138672,8539300
2022-02-01,168.22999572753906,168.57000732421875,168.85000610351562,167.8699951171875,9763900
2022-02-02,168.83999633789062,168.33999633789062,169.1199951171875,168.16000366210938,9085300
2022-02-03,168.60000610351562,168.30999755859375,168.82000732421875,167.02999877929688,10650800
2022-02-04,168.86000061035156,168.0399932861328,169.10000610351562,167.99000549316406,9619600
2022-02-07,170.11000061035156,169.4499969482422,170.3000030517578,169.19000244140625,7796900
2022-02-08,170.6300048828125,170.10000610351562,170.77999877929688,169.9499969482422,5802000
2022-02-09,171.2100067138672,170.67999267578125,171.4199981689453,170.5500030517578,8002800
2022-02-10,170.55999755859375,170.52000427246094,171.99000549316406,170.4600067138672,10693500
2022-02-11,173.80999755859375,170.75,174.1999969482422,170.7100067138672,25741500
2022-02-14,174.74000549316406,173.77999877929688,175.0,173.67999267578125,13650700
2022-02-15,173.0800018310547,173.10000610351562,173.33999633789062,172.38999938964844,12603600
2022-02-16,174.86000061035156,173.49000549316406,174.86000061035156,173.47999572753906,12772100
2022-02-17,177.25,176.6999969482422,177.52999877929688,176.38999938964844,18612500
2022-02-18,177.1199951171875,177.07000732421875,177.25,176.50999450683594,12760700
2022-02-22,177.49000549316406,177.6699981689453,178.07000732421875,176.82000732421875,14960500
2022-02-23,178.2899932861328,177.38999938964844,178.38999938964844,177.36000061035156,11772200
2022-02-24,177.13999938964844,182.58999633789062,182.60000610351562,175.27000427246094,32726000
2022-02-25,176.5500030517578,176.4199981689453,176.7899932861328,175.7899932861328,11530900
2022-02-28,178.3800048828125,178.86000061035156,178.99000549316406,176.5,16055800
2022-03-01,181.6199951171875,179.0500030517578,181.75999450683594,179.02999877929688,21942100
2022-03-02,179.72999572753906,180.1300048828125,180.7100067138672,178.7899932861328,19727200
2022-03-03,180.8000030517578,179.9600067138672,181.3000030517578,179.5,15164400
2022-03-04,183.67999267578125,182.11000061035156,183.97999572753906,181.36000061035156,22390100
2022-03-07,186.41000366210938,184.4499969482422,186.63999938964844,184.22000122070312,27951800
2022-03-08,191.50999450683594,188.35000610351562,193.3000030517578,188.25999450683594,47347700
2022-03-09,185.82000732421875,186.0399932861328,187.22999572753906,184.75999450683594,26839700
2022-03-10,186.39999389648438,186.8800048828125,187.3800048828125,184.99000549316406,18455200
2022-03-11,185.08999633789062,183.74000549316406,185.77999877929688,183.44000244140625,14824700
2022-03-14,182.3000030517578,183.02999877929688,183.2899932861328,181.9499969482422,13186400
2022-03-15,178.88999938964844,179.10000610351562,180.27000427246094,178.00999450683594,16962300
2022-03-16,180.00999450683594,179.1300048828125,180.1199951171875,176.8699951171875,17548100
