Date,Close,Open,High,Low,Volume
2015-01-02,205.42999267578125,206.3800048828125,206.8800048828125,204.17999267578125,121465900
2015-01-05,201.72000122070312,204.1699981689453,204.3699951171875,201.35000610351562,169632600
2015-01-06,199.82000732421875,202.08999633789062,202.72000122070312,198.86000061035156,209151400
2015-01-07,202.30999755859375,201.4199981689453,202.72000122070312,200.8800048828125,125346700
2015-01-08,205.89999389648438,204.00999450683594,206.16000366210938,203.99000549316406,147217800
2015-01-09,204.25,206.39999389648438,206.4199981689453,203.50999450683594,158567300
2015-01-12,202.64999389648438,204.41000366210938,204.60000610351562,201.9199981689453,144396100
2015-01-13,202.0800018310547,204.1199951171875,205.47999572753906,200.50999450683594,214553300
2015-01-14,200.86000061035156,199.64999389648438,201.10000610351562,198.57000732421875,192991100
2015-01-15,199.02000427246094,201.6300048828125,202.00999450683594,198.8800048828125,176613900
2015-01-16,201.6300048828125,198.77000427246094,201.82000732421875,198.5500030517578,211879600
2015-01-20,202.05999755859375,202.39999389648438,202.72000122070312,200.1699981689453,130991100
2015-01-21,203.0800018310547,201.5,203.66000366210938,200.94000244140625,122942700
2015-01-22,206.10000610351562,203.99000549316406,206.25999450683594,202.3300018310547,174356000
2015-01-23,204.97000122070312,205.7899932861328,206.10000610351562,204.80999755859375,117516800
2015-01-26,205.4499969482422,204.7100067138672,205.55999755859375,203.85000610351562,92009700
2015-01-27,202.74000549316406,202.97000122070312,204.1199951171875,201.74000549316406,134044600
2015-01-28,200.13999938964844,204.1699981689453,204.2899932861328,199.91000366210938,168514300
2015-01-29,201.99000549316406,200.3800048828125,202.3000030517578,198.67999267578125,173585400
2015-01-30,199.4499969482422,200.57000732421875,202.1699981689453,199.1300048828125,197729700
2015-02-02,201.9199981689453,200.0500030517578,202.02999877929688,197.86000061035156,163107000
2015-02-03,204.83999633789062,203.0,204.85000610351562,202.5500030517578,124212900
2015-02-04,204.05999755859375,203.9199981689453,205.3800048828125,203.50999450683594,134306700
2015-02-05,206.1199951171875,204.86000061035156,206.3000030517578,204.77000427246094,97953200
2015-02-06,205.5500030517578,206.55999755859375,207.24000549316406,204.9199981689453,125672000
2015-02-09,204.6300048828125,204.77000427246094,205.63999938964844,204.13999938964844,87219000
2015-02-10,206.80999755859375,205.8800048828125,207.1199951171875,204.67999267578125,96164200
2015-02-11,206.92999267578125,206.61000061035156,207.4499969482422,205.8300018310547,91087800
2015-02-12,208.9199981689453,207.88999938964844,208.99000549316406,206.97000122070312,97545900
2015-02-13,209.77999877929688,209.07000732421875,209.83999633789062,208.75999450683594,93670400
2015-02-17,210.11000061035156,209.39999389648438,210.32000732421875,209.10000610351562,76968200
2015-02-18,210.1300048828125,209.66000366210938,210.22000122070312,209.33999633789062,80652900
2015-02-19,209.97999572753906,209.41000366210938,210.4199981689453,209.24000549316406,91462500
2015-02-20,211.24000549316406,209.47999572753906,211.3300018310547,208.72999572753906,140896400
2015-02-23,211.2100067138672,210.94000244140625,211.2100067138672,210.47999572753906,74411100
2015-02-24,211.80999755859375,211.1199951171875,212.0500030517578,210.75999450683594,72472300
2015-02-25,211.6300048828125,211.66000366210938,212.24000549316406,211.22000122070312,73061700
2015-02-26,211.3800048828125,211.52000427246094,211.7100067138672,210.64999389648438,72697900
2015-02-27,210.66000366210938,211.25999450683594,211.5800018310547,210.60000610351562,108076000
2015-03-02,211.99000549316406,210.77999877929688,212.05999755859375,210.72000122070312,87491400
2015-03-03,211.1199951171875,211.47000122070312,212.0500030517578,210.0800018310547,110325800
2015-03-04,210.22999572753906,210.39999389648438,210.49000549316406,209.05999755859375,114497200
2015-03-05,210.4600067138672,210.6199951171875,210.8000030517578,209.85000610351562,76873000
2015-03-06,207.5,209.4199981689453,209.94000244140625,207.10000610351562,188128000
2015-03-09,208.36000061035156,207.74000549316406,208.7899932861328,207.5500030517578,89818900
2015-03-10,204.97999572753906,206.7100067138672,206.80999755859375,204.92999267578125,157121300
2015-03-11,204.5,205.2899932861328,205.5,204.39999389648438,110145700
2015-03-12,207.10000610351562,205.25999450683594,207.17999267578125,205.1999969482422,93993500
2015-03-13,205.8300018310547,206.77000427246094,207.92999267578125,204.5800018310547,162410900
2015-03-16,208.5800018310547,206.7100067138672,208.69000244140625,205.86000061035156,136099200
2015-03-17,207.9600067138672,207.69000244140625,208.4199981689453,206.97999572753906,94510400
2015-03-18,210.4600067138672,207.38999938964844,211.27000427246094,206.6199951171875,228808500
